Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Year_published,Genres,url
Fairest,Fairest,Marissa Meyer,English,3.97,110803,13538,2015,"{'Fantasy': 3055, 'Young Adult': 2955, 'Science Fiction': 1659, 'Retellings': 839, 'Science Fiction (Dystopia) ': 640, 'Fiction': 512, 'Fantasy (Fairy Tales) ': 492, 'Romance': 435, 'Audiobook': 375, 'Novella': 253}",https://www.goodreads.com/book/show/22489107-fairest
The Experiment,"
                  1627983546
                      (ISBN13: 9781627983549)
",Cia_,English,3.92,1059,128,2014,"{'Romance (M M Romance) ': 82, 'Science Fiction': 78, 'Science Fiction (Aliens) ': 54, 'Romance': 42, 'Sociology (Abuse) ': 23, 'Paranormal (Vampires) ': 16, 'War (Military Fiction) ': 15, 'Fantasy': 13, 'LGBT': 12, 'LGBT (Gay) ': 12}",https://www.goodreads.com/book/show/20407204-the-experiment
The Best of All Possible Worlds,The Best of All Possible Worlds,Karen Lord,English,3.59,4305,798,2013,"{'Science Fiction': 464, 'Fiction': 141, 'Romance': 131, 'Fantasy': 55, 'Science Fiction (Aliens) ': 54, 'Science Fiction Fantasy': 49, 'Speculative Fiction': 30, 'Adult': 20, 'Space (Space Opera) ': 18, 'Science Fiction (Dystopia) ': 12}",https://www.goodreads.com/book/show/15743440-the-best-of-all-possible-worlds
The Search for Sam,"
                  0062218778
                      (ISBN13: 9780062218773)
",Pittacus Lore,English,4.24,8163,328,2012,"{'Science Fiction': 90, 'Young Adult': 61, 'Science Fiction (Aliens) ': 54, 'Fantasy': 33, 'Novella': 22, 'Fiction': 15, 'Young Adult (Teen) ': 12, 'Adventure': 10, 'Short Stories': 10, 'Fantasy (Paranormal) ': 7}",https://www.goodreads.com/book/show/15752308-the-search-for-sam
Armor,"
                  1611601819
                      (ISBN13: 9781611601817)
",C.L. Scholey,English,3.73,1494,59,2012,"{'Science Fiction (Aliens) ': 54, 'Romance': 38, 'Science Fiction': 33, 'Adult Fiction (Erotica) ': 20, 'Romance (Science Fiction Romance) ': 15, 'Futuristic': 12, 'Fantasy (Paranormal) ': 8, 'Adult': 5, 'Space': 5, 'Romance (Paranormal Romance) ': 5}",https://www.goodreads.com/book/show/13635015-armor
The Fallen Legacies,The Fallen Legacies,Pittacus Lore,English,4.24,11519,411,2012,"{'Young Adult': 158, 'Science Fiction': 103, 'Fantasy': 88, 'Science Fiction (Aliens) ': 54, 'Fiction': 43, 'Short Stories': 30, 'Adventure': 20, 'Novella': 19, 'Fantasy (Paranormal) ': 15, 'Young Adult (Teen) ': 13}",https://www.goodreads.com/book/show/13622863-the-fallen-legacies
Alien Overnight,Alien Overnight,Robin L. Rotham,English,3.45,1889,91,2007,"{'Science Fiction': 68, 'Science Fiction (Aliens) ': 54, 'Erotica (Menage) ': 49, 'Romance': 30, 'Adult Fiction (Erotica) ': 28, 'Romance (Science Fiction Romance) ': 20, 'Erotica (BDSM) ': 18, 'Futuristic': 17, 'Fantasy (Paranormal) ': 14, 'Romance (Erotic Romance) ': 11}",https://www.goodreads.com/book/show/1587974.Alien_Overnight
2001: A Space Odyssey,2001: A Space Odyssey,Arthur C. Clarke,English,4.15,266542,6031,1968,"{'Science Fiction': 5720, 'Fiction': 2360, 'Classics': 1507, 'Science Fiction Fantasy': 346, 'Space': 251, 'Novels': 209, 'Fantasy': 206, 'Audiobook': 166, 'Literature': 111, 'Speculative Fiction': 102}",https://www.goodreads.com/book/show/70535.2001
Wanderlust,Wanderlust,Ann Aguirre,English,3.88,6104,481,2008,"{'Science Fiction': 483, 'Romance': 149, 'Fantasy': 77, 'Space (Space Opera) ': 75, 'Fiction': 65, 'Science Fiction (Aliens) ': 54, 'Space': 53, 'Adventure': 36, 'Fantasy (Urban Fantasy) ': 35, 'Adult': 35}",https://www.goodreads.com/book/show/3182799-wanderlust
Red Handed,Red Handed,Gena Showalter,English,4.03,2169,130,2007,"{'Young Adult': 104, 'Science Fiction (Aliens) ': 54, 'Fantasy (Paranormal) ': 43, 'Romance': 41, 'Science Fiction': 39, 'Romance (Paranormal Romance) ': 37, 'Fantasy': 31, 'Fantasy (Urban Fantasy) ': 10, 'Fantasy (Supernatural) ': 8, 'Young Adult (Young Adult Paranormal) ': 7}",https://www.goodreads.com/book/show/476496.Red_Handed
Hannah's Hero,Hannah's Hero,Ruby Dixon,English,4,2506,248,2019,"{'Science Fiction (Aliens) ': 53, 'Science Fiction': 53, 'Romance': 51, 'Romance (Science Fiction Romance) ': 18, 'Romance (Paranormal Romance) ': 12, 'Fantasy': 10, 'Fantasy (Paranormal) ': 10, 'Adult Fiction (Erotica) ': 9, 'Adult': 8, 'Science Fiction Fantasy': 5}",https://www.goodreads.com/book/show/44789775-hannah-s-hero
Lagoon,Lagoon,Nnedi Okorafor,English,3.63,5904,1013,2014,"{'Science Fiction': 494, 'Fantasy': 256, 'Fiction': 230, 'Cultural (Africa) ': 102, 'Speculative Fiction': 72, 'Science Fiction (Aliens) ': 53, 'Science Fiction Fantasy': 48, 'Adult': 40, 'Western Africa (Nigeria) ': 39, 'Fantasy (Urban Fantasy) ': 29}",https://www.goodreads.com/book/show/18753656-lagoon
"Fortunately, the Milk","Fortunately, the Milk",Neil Gaiman,English,4.05,52694,7875,2013,"{'Fantasy': 1643, 'Childrens': 819, 'Fiction': 705, 'Humor': 550, 'Childrens (Middle Grade) ': 527, 'Adventure': 300, 'Audiobook': 245, 'Young Adult': 215, 'Science Fiction': 192, 'Science Fiction (Time Travel) ': 183}",https://www.goodreads.com/book/show/17349203-fortunately-the-milk
Eden,Eden,Louise Wise,English,3.58,1340,98,2009,"{'Science Fiction (Aliens) ': 53, 'Science Fiction': 52, 'Romance': 37, 'Romance (Science Fiction Romance) ': 23, 'Futuristic': 10, 'Fantasy': 10, 'Space': 9, 'Adult': 7, 'Adventure (Survival) ': 6, 'Romance (M F Romance) ': 6}",https://www.goodreads.com/book/show/6642331-eden
Communion: A True Story,Communion,Whitley Strieber,English,3.5,5211,524,1987,"{'Nonfiction': 145, 'Horror': 103, 'Fantasy (Paranormal) ': 72, 'Science Fiction (Aliens) ': 53, 'Autobiography (Memoir) ': 32, 'Biography': 26, 'Biography (Autobiography) ': 16, 'Pseudoscience (Conspiracy Theories) ': 10, 'Fantasy (Supernatural) ': 9, 'Science Fiction Fantasy': 9}",https://www.goodreads.com/book/show/294285.Communion
Thunderclaw,"
Alien Warrior #2 ",Penelope Fletcher,None,3.76,1187,145,2017,"{'Science Fiction (Aliens) ': 52, 'Science Fiction': 44, 'Romance': 23, 'Erotica (Menage) ': 22, 'Romance (Science Fiction Romance) ': 14, 'Adult Fiction (Erotica) ': 9, 'Fantasy (Paranormal) ': 9, 'Menage (M M F) ': 8, 'Fantasy': 8, 'Polyamorous (Reverse Harem) ': 7}",https://www.goodreads.com/book/show/24766198-thunderclaw
Abaddon's Gate,Abaddon's Gate,James S.A. Corey,English,4.24,86288,4549,2013,"{'Science Fiction': 2630, 'Fiction': 806, 'Space (Space Opera) ': 501, 'Audiobook': 178, 'Space': 148, 'Science Fiction Fantasy': 123, 'Fantasy': 91, 'Adventure': 76, 'Science Fiction (Aliens) ': 52, 'Novels': 49}",https://www.goodreads.com/book/show/16131032-abaddon-s-gate
Kissing Steel,"
                  1419928023
                      (ISBN13: 9781419928024)
",Laurann Dohner,English,4.03,7151,235,2010,"{'Science Fiction': 157, 'Romance': 127, 'Fantasy (Paranormal) ': 60, 'Romance (Paranormal Romance) ': 55, 'Science Fiction (Aliens) ': 52, 'Adult Fiction (Erotica) ': 51, 'Romance (Science Fiction Romance) ': 49, 'Fantasy': 43, 'Futuristic': 32, 'Romance (Erotic Romance) ': 28}",https://www.goodreads.com/book/show/8204809-kissing-steel
The Seeker,English,Stephenie Meyer,English,4.08,1880,334,0,"{'Fantasy': 109, 'Science Fiction': 101, 'Young Adult': 97, 'Romance': 63, 'Science Fiction (Dystopia) ': 58, 'Science Fiction (Aliens) ': 52, 'Fiction': 49, 'Fantasy (Paranormal) ': 44, 'Fantasy (Supernatural) ': 14, 'Adult': 13}",https://www.goodreads.com/book/show/6138606-the-seeker
Pretty Human,"Pretty Human (Rags to Riches, #4)",Ruby Dixon,English,3.91,2481,216,2019,"{'Science Fiction': 55, 'Science Fiction (Aliens) ': 51, 'Romance': 49, 'Novella': 29, 'Romance (Science Fiction Romance) ': 16, 'Romance (Paranormal Romance) ': 12, 'Fantasy (Paranormal) ': 10, 'Fantasy': 8, 'Short Stories': 6, 'Fiction': 6}",https://www.goodreads.com/book/show/50057087-pretty-human
Mama and the Alien Warrior,Mama and the Alien Warrior: Treasured by an Alien,Honey Phillips,English,4.11,3338,362,2019,"{'Science Fiction (Aliens) ': 51, 'Romance': 44, 'Science Fiction': 40, 'Romance (Science Fiction Romance) ': 18, 'Fantasy': 12, 'Fantasy (Paranormal) ': 9, 'Romance (Paranormal Romance) ': 8, 'Space': 5, 'Romance (M F Romance) ': 4, 'Futuristic': 3}",https://www.goodreads.com/book/show/45416836-mama-and-the-alien-warrior
York,York,Laurann Dohner,English,4.07,2104,152,2018,"{'Science Fiction (Aliens) ': 51, 'Romance': 37, 'Science Fiction': 36, 'Romance (Paranormal Romance) ': 23, 'Fantasy (Paranormal) ': 21, 'Romance (Science Fiction Romance) ': 16, 'Fantasy': 13, 'Space': 8, 'Adult': 8, 'Audiobook': 6}",https://www.goodreads.com/book/show/42290171-york
Sea of Stars,Sea of Stars,Amy A. Bartol,English,4.25,12037,876,2015,"{'Fantasy': 205, 'Romance': 141, 'Young Adult': 119, 'Science Fiction': 95, 'Fantasy (Paranormal) ': 66, 'New Adult': 61, 'Science Fiction (Aliens) ': 51, 'Fiction': 38, 'Fantasy (Supernatural) ': 26, 'Science Fiction (Dystopia) ': 24}",https://www.goodreads.com/book/show/20977124-sea-of-stars
Solaris,Solaris,Stanislaw Lem,English,3.99,75672,4037,1961,"{'Science Fiction': 2638, 'Fiction': 1217, 'Classics': 421, 'European Literature (Polish Literature) ': 233, 'Science Fiction Fantasy': 160, 'Novels': 129, 'Philosophy': 127, 'Fantasy': 110, 'Audiobook': 105, 'Cultural (Poland) ': 100}",https://www.goodreads.com/book/show/95558.Solaris
A Grim Holiday,B00HJETE70,M.K. Eidem,English,4.11,2914,135,2013,"{'Romance': 60, 'Science Fiction': 55, 'Science Fiction (Aliens) ': 51, 'Romance (Science Fiction Romance) ': 22, 'Fantasy (Paranormal) ': 19, 'Fantasy': 16, 'Romance (Paranormal Romance) ': 12, 'Novella': 9, 'Adult': 9, 'Short Stories': 7}",https://www.goodreads.com/book/show/20320730-a-grim-holiday
Agent to the Stars,Agent to the stars,John Scalzi,English,3.91,17835,1712,2004,"{'Science Fiction': 534, 'Humor': 258, 'Fiction': 257, 'Audiobook': 169, 'Fantasy': 64, 'Science Fiction Fantasy': 60, 'Science Fiction (Aliens) ': 51, 'Humor (Comedy) ': 47, 'Space': 17, 'Speculative Fiction': 15}",https://www.goodreads.com/book/show/88072.Agent_to_the_Stars
Captive Surrender,Beauty's Alien Beast,Linda Mooney,English,3.61,1014,70,2011,"{'Science Fiction (Aliens) ': 51, 'Science Fiction': 43, 'Romance': 27, 'Romance (Science Fiction Romance) ': 20, 'Adult Fiction (Erotica) ': 19, 'Futuristic': 9, 'Fantasy': 6, 'Adult': 6, 'Romance (Erotic Romance) ': 6, 'Romance (M F Romance) ': 4}",https://www.goodreads.com/book/show/12391057-captive-surrender
Exiled,Exiled,RaShelle Workman,English,3.58,1761,214,2011,"{'Young Adult': 78, 'Fantasy': 66, 'Science Fiction': 55, 'Science Fiction (Aliens) ': 51, 'Romance': 47, 'Fantasy (Paranormal) ': 29, 'Science Fiction (Dystopia) ': 11, 'Business (Amazon) ': 9, 'Fiction': 8, 'Fantasy (Supernatural) ': 8}",https://www.goodreads.com/book/show/28599556-exiled
Born of Shadows,Born of Shadows,Sherrilyn Kenyon,English,4.37,13094,618,2011,"{'Romance': 294, 'Romance (Paranormal Romance) ': 171, 'Science Fiction': 149, 'Fantasy': 145, 'Fantasy (Paranormal) ': 144, 'Science Fiction (Aliens) ': 51, 'Fiction': 46, 'Futuristic': 43, 'Adult': 42, 'Romance (Science Fiction Romance) ': 37}",https://www.goodreads.com/book/show/9447878-born-of-shadows
When She's Married,B083L3G949,Ruby Dixon,English,4.1,2799,262,2020,"{'Romance': 61, 'Science Fiction': 56, 'Science Fiction (Aliens) ': 50, 'Novella': 25, 'Romance (Science Fiction Romance) ': 15, 'Fantasy': 14, 'Romance (Paranormal Romance) ': 11, 'Adult Fiction (Erotica) ': 8, 'Fiction': 7, 'Futuristic': 5}",https://www.goodreads.com/book/show/50357332-when-she-s-married
Sweep with Me,Sweep with Me,Ilona Andrews,English,4.4,9826,867,2020,"{'Fantasy': 376, 'Fantasy (Urban Fantasy) ': 361, 'Fantasy (Paranormal) ': 132, 'Romance': 118, 'Science Fiction': 115, 'Fantasy (Magic) ': 105, 'Novella': 81, 'Science Fiction (Aliens) ': 50, 'Fiction': 42, 'Romance (Paranormal Romance) ': 41}",https://www.goodreads.com/book/show/49353950-sweep-with-me
Barbarian's Seduction,B07PS5PZZL,Ruby Dixon,English,4.19,1971,222,2019,"{'Romance': 51, 'Science Fiction (Aliens) ': 50, 'Science Fiction': 37, 'Adult Fiction (Erotica) ': 16, 'Romance (Science Fiction Romance) ': 15, 'Romance (Paranormal Romance) ': 13, 'Fantasy (Paranormal) ': 12, 'Fantasy': 12, 'Adult': 8, 'Audiobook': 6}",https://www.goodreads.com/book/show/44446172-barbarian-s-seduction
Taming Chaos,B07CJXYY9L,Anna Carven,English,4.06,2123,166,2018,"{'Science Fiction': 53, 'Science Fiction (Aliens) ': 50, 'Romance': 46, 'Romance (Science Fiction Romance) ': 21, 'Fantasy': 8, 'Space': 7, 'Adult Fiction (Erotica) ': 6, 'Romance (Paranormal Romance) ': 6, 'Adult': 6, 'Action': 5}",https://www.goodreads.com/book/show/39907637-taming-chaos
Tribe,Tribe,Stacy  Jones,English,4.22,1278,114,2018,"{'Polyamorous (Reverse Harem) ': 64, 'Science Fiction (Aliens) ': 50, 'Science Fiction': 25, 'Romance': 18, 'Erotica (Menage) ': 9, 'Romance (Science Fiction Romance) ': 8, 'Adult Fiction (Erotica) ': 4, 'Romance (Paranormal Romance) ': 4, 'Fantasy (Paranormal) ': 3, 'Fiction': 3}",https://www.goodreads.com/book/show/40189397-tribe
Alien Mate,B06XPTS6W2,Cara Bristol,English,3.78,1347,216,2017,"{'Romance': 54, 'Science Fiction (Aliens) ': 50, 'Science Fiction': 43, 'Fantasy (Paranormal) ': 15, 'Romance (Science Fiction Romance) ': 15, 'Fantasy': 10, 'Adult Fiction (Erotica) ': 9, 'Adult': 6, 'Futuristic': 5, 'Romance (Paranormal Romance) ': 5}",https://www.goodreads.com/book/show/34704642-alien-mate
Rosewater,Rosewater,Tade Thompson,English,3.8,9084,1471,2017,"{'Science Fiction': 739, 'Fiction': 281, 'Fantasy': 165, 'Cultural (Africa) ': 108, 'Science Fiction Fantasy': 61, 'Speculative Fiction': 53, 'Science Fiction (Aliens) ': 50, 'Audiobook': 49, 'Western Africa (Nigeria) ': 37, 'Adult': 37}",https://www.goodreads.com/book/show/38362809-rosewater
The E.T. Guy,B01N9ARELN,V.C. Lancaster,English,3.95,1120,126,2016,"{'Science Fiction (Aliens) ': 50, 'Science Fiction': 46, 'Romance': 37, 'Romance (Science Fiction Romance) ': 12, 'Fantasy': 4, 'Romance (Paranormal Romance) ': 4, 'Futuristic': 4, 'Fantasy (Paranormal) ': 3, 'Romance (M F Romance) ': 3, 'Modern': 2}",https://www.goodreads.com/book/show/33139830-the-e-t-guy
UnBonded,B01F4GLZJO,V.C. Lancaster,English,3.61,1135,86,2016,"{'Science Fiction (Aliens) ': 50, 'Science Fiction': 39, 'Romance': 35, 'Erotica (Menage) ': 23, 'Romance (Science Fiction Romance) ': 11, 'Adult Fiction (Erotica) ': 8, 'Fantasy': 7, 'Polyamorous (Reverse Harem) ': 6, 'Romance (Paranormal Romance) ': 5, 'Menage (M F M) ': 4}",https://www.goodreads.com/book/show/30103169-unbonded
Alien Warrior,B012YHT12E,Sadie Carter,English,3.83,2006,165,2015,"{'Science Fiction': 52, 'Science Fiction (Aliens) ': 50, 'Romance': 34, 'Romance (Science Fiction Romance) ': 15, 'Fantasy (Paranormal) ': 11, 'Adult Fiction (Erotica) ': 9, 'Romance (Erotic Romance) ': 7, 'Romance (Paranormal Romance) ': 6, 'Futuristic': 5, 'Fiction': 4}",https://www.goodreads.com/book/show/26006468-alien-warrior
Marcus,B00WFI0N0M,Anna Hackett,English,3.95,2734,261,2015,"{'Romance': 90, 'Science Fiction': 75, 'Science Fiction (Aliens) ': 50, 'Romance (Science Fiction Romance) ': 28, 'Fantasy (Paranormal) ': 27, 'War (Military Fiction) ': 23, 'Apocalyptic (Post Apocalyptic) ': 22, 'Futuristic': 22, 'Fantasy': 16, 'Action': 14}",https://www.goodreads.com/book/show/25398263-marcus
Divided,9.78131E+12,Evangeline Anderson,English,4.1,2699,145,2014,"{'Romance': 57, 'Science Fiction (Aliens) ': 50, 'Adult Fiction (Erotica) ': 48, 'Science Fiction': 43, 'Fantasy (Paranormal) ': 33, 'Romance (Science Fiction Romance) ': 28, 'Romance (Paranormal Romance) ': 25, 'Erotica (Menage) ': 24, 'Fantasy': 18, 'Romance (Erotic Romance) ': 12}",https://www.goodreads.com/book/show/22411825-divided
"Alien, Mine",B00DH7XDKM,Sandra   Harris,English,3.76,1368,85,2013,"{'Science Fiction': 54, 'Science Fiction (Aliens) ': 50, 'Romance': 31, 'Romance (Science Fiction Romance) ': 16, 'Fantasy (Paranormal) ': 11, 'Futuristic': 7, 'Space': 6, 'Adult Fiction (Erotica) ': 6, 'Romance (Paranormal Romance) ': 5, 'Fantasy': 4}",https://www.goodreads.com/book/show/18103481-alien-mine
Alpha Trine,Alpha Trine,Lexi Ander,English,3.96,1523,219,2012,"{'Science Fiction': 104, 'Romance (M M Romance) ': 95, 'Science Fiction (Aliens) ': 50, 'Romance': 44, 'Fantasy': 35, 'Erotica (Menage) ': 34, 'Menage (M M M) ': 27, 'LGBT (Gay) ': 20, 'Fantasy (Paranormal) ': 18, 'Paranormal (Shapeshifters) ': 17}",https://www.goodreads.com/book/show/18158645-alpha-trine
Quicksilver,Quicksilver,R.J. Anderson,English,3.91,2211,356,2013,"{'Young Adult': 166, 'Science Fiction': 145, 'Fantasy (Paranormal) ': 61, 'Fantasy': 59, 'Science Fiction (Aliens) ': 50, 'LGBT': 31, 'Fiction': 22, 'Romance': 22, 'LGBT (Asexual) ': 18, 'Mystery': 16}",https://www.goodreads.com/book/show/13149420-quicksilver
Acquainted With the Night,Acquainted with the Night,Tymber Dalton,English,3.94,1910,394,2010,"{'Romance (M M Romance) ': 176, 'Science Fiction': 110, 'Erotica (Menage) ': 107, 'Science Fiction (Aliens) ': 50, 'Romance': 45, 'Adult Fiction (Erotica) ': 43, 'Menage (M M M) ': 33, 'Erotica (BDSM) ': 32, 'Fantasy': 31, 'Fantasy (Paranormal) ': 26}",https://www.goodreads.com/book/show/56228303-acquainted-with-the-night
Imago,Imago,Octavia E. Butler,English,4.19,12360,876,1989,"{'Science Fiction': 561, 'Fiction': 244, 'Fantasy': 89, 'Science Fiction Fantasy': 57, 'Speculative Fiction': 56, 'Science Fiction (Aliens) ': 50, 'Apocalyptic (Post Apocalyptic) ': 37, 'Science Fiction (Dystopia) ': 26, 'Audiobook': 19, 'Cultural (African American) ': 19}",https://www.goodreads.com/book/show/60934.Imago
A Princess of Mars,A Princess of Mars,Edgar Rice Burroughs,English,3.81,52036,3640,1912,"{'Science Fiction': 1810, 'Fantasy': 1006, 'Classics': 693, 'Fiction': 647, 'Adventure': 314, 'Pulp': 141, 'Science Fiction Fantasy': 140, 'Romance': 99, 'Audiobook': 92, 'Novels': 61}",https://www.goodreads.com/book/show/40395.A_Princess_of_Mars
When She Purrs,B089ZT3LYW,Ruby Dixon,English,4.18,2280,283,2020,"{'Romance': 59, 'Science Fiction': 49, 'Science Fiction (Aliens) ': 49, 'Romance (Science Fiction Romance) ': 13, 'Adult Fiction (Erotica) ': 10, 'Fantasy (Paranormal) ': 9, 'Fantasy': 7, 'Romance (Paranormal Romance) ': 6, 'Sociology (Abuse) ': 4, 'Fiction': 4}",https://www.goodreads.com/book/show/53959705-when-she-purrs
Callie's Catastrophe,Callie's Catastrophe,Ruby Dixon,English,4.08,2207,264,2019,"{'Science Fiction (Aliens) ': 49, 'Romance': 40, 'Science Fiction': 35, 'Romance (Paranormal Romance) ': 15, 'Romance (Science Fiction Romance) ': 14, 'Fantasy': 9, 'Fantasy (Paranormal) ': 9, 'Adult': 8, 'Adult Fiction (Erotica) ': 8, 'Romance (M F Romance) ': 3}",https://www.goodreads.com/book/show/48659276-callie-s-catastrophe
Oblivion,B0122U5BRW,Jennifer L. Armentrout,English,4.5,2232,311,2015,"{'Young Adult': 67, 'Romance': 56, 'Science Fiction (Aliens) ': 49, 'Fantasy': 48, 'Fantasy (Paranormal) ': 46, 'Science Fiction': 27, 'Romance (Paranormal Romance) ': 12, 'Fantasy (Supernatural) ': 7, 'Fiction': 6, 'Young Adult (Young Adult Fantasy) ': 5}",https://www.goodreads.com/book/show/25946985-oblivion
Semiosis,Semiosis,Sue Burke,English,3.92,8712,1267,2018,"{'Science Fiction': 585, 'Fiction': 213, 'Science Fiction (Aliens) ': 49, 'Audiobook': 37, 'Adult': 35, 'Fantasy': 28, 'Science Fiction Fantasy': 28, 'Speculative Fiction': 24, 'Space': 16, 'Adult Fiction': 12}",https://www.goodreads.com/book/show/35018907-semiosis
The Warrior’s Pet,English,Stephanie West,English,4.02,870,116,2016,"{'Science Fiction (Aliens) ': 49, 'Science Fiction': 34, 'Romance': 22, 'Fantasy': 15, 'Adult Fiction (Erotica) ': 14, 'Romance (Science Fiction Romance) ': 11, 'Romance (Erotic Romance) ': 7, 'Romance (Paranormal Romance) ': 6, 'Fantasy (Paranormal) ': 3, 'Space': 3}",https://www.goodreads.com/book/show/30115279-the-warrior-s-pet
Dark Planet Warriors: Invasion,B01BPOUP4K,Anna Carven,English,3.91,1630,95,2016,"{'Science Fiction': 55, 'Science Fiction (Aliens) ': 49, 'Romance': 36, 'Romance (Science Fiction Romance) ': 17, 'Fantasy': 13, 'Romance (Paranormal Romance) ': 9, 'Adult Fiction (Erotica) ': 5, 'Futuristic': 5, 'Romance (M F Romance) ': 4, 'Novella': 4}",https://www.goodreads.com/book/show/29082269-dark-planet-warriors
Devoured,B00KSNT3IE,Evangeline Anderson,English,4.15,2522,105,2014,"{'Science Fiction (Aliens) ': 49, 'Romance': 48, 'Science Fiction': 39, 'Adult Fiction (Erotica) ': 38, 'Fantasy (Paranormal) ': 30, 'Romance (Paranormal Romance) ': 22, 'Romance (Science Fiction Romance) ': 19, 'Fantasy': 15, 'Adult': 12, 'Romance (Erotic Romance) ': 9}",https://www.goodreads.com/book/show/22433773-devoured
